niv_active_side,quarter,technology,technology_sp_weight,side_quarter_sp_weight,share,share_pct
offer,2024Q4,IFA,3.0,1957.0,0.0015329586101175269,0.1532958610117527
offer,2024Q4,WIND,3.0,1957.0,0.0015329586101175269,0.1532958610117527
offer,2025Q1,CCGT,719.9761904761905,1892.0,0.3805370985603544,38.05370985603544
offer,2025Q1,BATTERY,469.0138888888889,1892.0,0.24789317594550153,24.789317594550152
offer,2025Q1,PS,342.4428571428571,1892.0,0.18099516762307458,18.09951676230746
offer,2025Q1,OTHER,139.38015873015874,1892.0,0.07366816000536931,7.366816000536931
offer,2025Q1,DSR,77.30595238095238,1892.0,0.04085938286519682,4.085938286519681
offer,2025Q1,OCGT,39.726190476190474,1892.0,0.020996929427161984,2.0996929427161986
offer,2025Q1,DIESEL,24.678571428571427,1892.0,0.01304364240410752,1.3043642404107518
offer,2025Q1,BIOMASS,14.0,1892.0,0.007399577167019027,0.7399577167019027
offer,2025Q1,NPSHYD,14.0,1892.0,0.007399577167019027,0.7399577167019027
offer,2025Q1,NEMO,13.0,1892.0,0.006871035940803382,0.6871035940803383
offer,2025Q1,GAS,10.476190476190476,1892.0,0.005537098560354375,0.5537098560354374
offer,2025Q1,IFA,10.0,1892.0,0.005285412262156448,0.5285412262156448
offer,2025Q1,IFA2,8.0,1892.0,0.004228329809725159,0.42283298097251587
offer,2025Q1,BritNed,5.0,1892.0,0.002642706131078224,0.2642706131078224
offer,2025Q1,Viking,5.0,1892.0,0.002642706131078224,0.2642706131078224
offer,2025Q2,CCGT,955.6666666666666,1994.0,0.4792711467736543,47.92711467736543
offer,2025Q2,BATTERY,548.0833333333334,1994.0,0.27486626546305587,27.486626546305587
offer,2025Q2,OTHER,146.14285714285714,1994.0,0.07329130247886516,7.329130247886516
offer,2025Q2,PS,93.33333333333333,1994.0,0.04680708793045804,4.680708793045804
offer,2025Q2,DSR,91.02380952380952,1994.0,0.045648851315852314,4.564885131585231
offer,2025Q2,DIESEL,41.416666666666664,1994.0,0.020770645269140756,2.0770645269140755
offer,2025Q2,OCGT,25.833333333333332,1994.0,0.012955533266466064,1.2955533266466064
offer,2025Q2,BIOMASS,24.0,1994.0,0.012036108324974924,1.2036108324974923
offer,2025Q2,Viking,21.0,1994.0,0.01053159478435306,1.053159478435306
offer,2025Q2,NPSHYD,13.0,1994.0,0.006519558676028084,0.6519558676028084
offer,2025Q2,NEMO,10.5,1994.0,0.00526579739217653,0.526579739217653
offer,2025Q2,WIND,7.0,1994.0,0.003510531594784353,0.3510531594784353
offer,2025Q2,BritNed,6.5,1994.0,0.003259779338014042,0.3259779338014042
offer,2025Q2,GAS,6.5,1994.0,0.003259779338014042,0.3259779338014042
offer,2025Q2,IFA,2.0,1994.0,0.0010030090270812437,0.10030090270812438
offer,2025Q2,IFA2,2.0,1994.0,0.0010030090270812437,0.10030090270812438
offer,2025Q3,CCGT,735.1444444444444,1825.0,0.4028188736681887,40.28188736681887
offer,2025Q3,BATTERY,592.8563492063493,1825.0,0.3248527940856708,32.48527940856708
offer,2025Q3,OTHER,178.31031746031746,1825.0,0.09770428353989997,9.770428353989997
offer,2025Q3,PS,112.0,1825.0,0.06136986301369863,6.136986301369863
offer,2025Q3,DSR,62.22222222222222,1825.0,0.03409436834094368,3.409436834094368
offer,2025Q3,BIOMASS,35.0,1825.0,0.019178082191780823,1.9178082191780823
offer,2025Q3,NPSHYD,29.8,1825.0,0.016328767123287673,1.6328767123287673
offer,2025Q3,OCGT,26.666666666666668,1825.0,0.014611872146118723,1.4611872146118723
offer,2025Q3,DIESEL,20.0,1825.0,0.010958904109589041,1.095890410958904
offer,2025Q3,GAS,13.0,1825.0,0.007123287671232876,0.7123287671232876
offer,2025Q3,WIND,6.0,1825.0,0.0032876712328767125,0.32876712328767127
offer,2025Q3,BritNed,5.5,1825.0,0.0030136986301369864,0.3013698630136986
offer,2025Q3,NEMO,4.0,1825.0,0.002191780821917808,0.2191780821917808
offer,2025Q3,Viking,3.5,1825.0,0.0019178082191780822,0.1917808219178082
offer,2025Q3,IFA2,1.0,1825.0,0.000547945205479452,0.0547945205479452
offer,2025Q4,CCGT,880.6666666666666,1957.0,0.45000851643672285,45.000851643672284
offer,2025Q4,BATTERY,526.8071428571428,1957.0,0.2691911818380904,26.919118183809037
offer,2025Q4,PS,204.0,1957.0,0.10424118548799183,10.424118548799182
offer,2025Q4,OTHER,131.69285714285715,1957.0,0.06729323308270677,6.7293233082706765
offer,2025Q4,DSR,89.33333333333333,1957.0,0.045648100834610794,4.564810083461079
offer,2025Q4,OCGT,34.583333333333336,1957.0,0.017671606199965936,1.7671606199965935
offer,2025Q4,DIESEL,20.166666666666668,1957.0,0.010304888434678932,1.0304888434678932
offer,2025Q4,BritNed,18.0,1957.0,0.009197751660705161,0.9197751660705161
offer,2025Q4,BIOMASS,12.5,1957.0,0.006387327542156361,0.6387327542156361
offer,2025Q4,NEMO,9.0,1957.0,0.004598875830352581,0.45988758303525806
offer,2025Q4,GAS,8.95,1957.0,0.004573326520183955,0.4573326520183955
offer,2025Q4,NPSHYD,8.3,1957.0,0.004241185487991825,0.4241185487991825
offer,2025Q4,IFA,5.0,1957.0,0.0025549310168625446,0.25549310168625444
offer,2025Q4,WIND,4.0,1957.0,0.002043944813490036,0.2043944813490036
offer,2025Q4,Viking,3.0,1957.0,0.0015329586101175269,0.1532958610117527
offer,2025Q4,Eleclink,1.0,1957.0,0.000510986203372509,0.0510986203372509
