settlementDate,settlementPeriod,current_code_final_price,intended_mirror_final_price,n_bid_rows,niv_volume,system_price,differs,current_code_cost_to_so,intended_mirror_cost_to_so,cost_to_so_delta,summary_min_selected_price,summary_max_selected_price,summary_n_candidates,summary_matches_intended_min,summary_still_matches_old_max
2023-07-13,43,53.01,10.68,40,-88.4166,26.45,True,-53.01,-10.68,42.33,10.68,10.68,1.0,True,False
2023-07-13,44,65.0,53.0,8,-60.59482,53.0,True,-65.0,-53.0,12.0,53.0,53.0,1.0,True,False
2023-07-13,46,70.0,51.0,43,-426.9936,51.0,True,-70.0,-51.0,19.0,51.0,51.0,1.0,True,False
2023-07-13,47,61.0,53.0,33,-224.5109,53.0,True,-61.0,-53.0,8.0,53.0,53.0,5.0,True,False
2023-07-13,48,61.0,52.9,35,-453.532,52.9,True,-61.0,-52.9,8.100000000000001,52.9,52.9,1.0,True,False
2023-07-14,1,54.0,50.0,24,-304.9033,50.0,True,-54.0,-50.0,4.0,50.0,50.0,2.0,True,False
2023-07-14,2,54.0,50.0,14,-133.1097,50.0,True,-54.0,-50.0,4.0,50.0,50.0,2.0,True,False
2023-07-14,3,54.0,50.0,12,-190.6694,50.0,True,-54.0,-50.0,4.0,50.0,50.0,1.0,True,False
2023-07-14,4,54.0,50.0,12,-92.1882,54.0,True,-54.0,-50.0,4.0,50.0,50.0,1.0,True,False
2023-07-14,5,54.0,40.0,20,-157.18121,53.02,True,-54.0,-40.0,14.0,40.0,40.0,1.0,True,False
2023-07-14,8,54.0,53.2,5,-10.0919,54.0,True,-54.0,-53.2,0.7999999999999972,53.2,53.2,2.0,True,False
2023-07-14,11,54.0,51.1,16,-166.2886,53.02,True,-54.0,-51.1,2.8999999999999986,51.1,51.1,1.0,True,False
2023-07-14,12,54.0,51.1,19,-122.5375,51.1,True,-54.0,-51.1,2.8999999999999986,51.1,51.1,1.0,True,False
2023-07-14,13,53.3,51.1,22,-83.6532,53.3,True,-53.3,-51.1,2.1999999999999957,51.1,51.1,1.0,True,False
2023-07-14,15,54.0,51.1,29,-108.03541,53.3,True,-54.0,-51.1,2.8999999999999986,51.1,51.1,1.0,True,False
2023-07-14,17,75.0,53.0,24,-206.95659,53.3,True,-75.0,-53.0,22.0,53.0,53.0,2.0,True,False
2023-07-14,18,55.0,50.5,20,-15.112,54.0,True,-55.0,-50.5,4.5,50.5,50.5,1.0,True,False
2023-07-14,19,54.05,53.0,14,-40.5001,58.61,True,-54.05,-53.0,1.0499999999999972,53.0,53.0,1.0,True,False
2023-07-14,30,54.04,40.0,32,-51.61671,54.04,True,-54.04,-40.0,14.04,40.0,40.0,1.0,True,False
2023-07-14,33,53.55,-50.22,80,-107.82111,53.55,True,-53.55,50.22,103.77,-50.22,-50.22,1.0,True,False
2023-07-14,34,51.3,25.25,44,-40.31969,51.3,True,-51.3,-25.25,26.049999999999997,25.25,25.25,1.0,True,False
2023-07-14,37,51.3,35.0,34,-266.1978,51.15,True,-51.3,-35.0,16.299999999999997,35.0,35.0,2.0,True,False
2023-07-14,38,51.3,35.0,26,-477.0468,35.0,True,-51.3,-35.0,16.299999999999997,35.0,35.0,1.0,True,False
2023-07-14,41,51.3,-60.0,37,-22.5537,51.3,True,-51.3,60.0,111.3,-60.0,-60.0,2.0,True,False
2023-07-14,42,51.3,-60.0,29,-177.9938,51.2,True,-51.3,60.0,111.3,-60.0,-60.0,2.0,True,False
2023-07-14,43,85.0,-60.0,45,-130.7998,51.2,True,-85.0,60.0,145.0,-60.0,-60.0,2.0,True,False
2023-07-14,44,85.0,-60.0,37,-123.1046,51.2,True,-85.0,60.0,145.0,-60.0,-60.0,2.0,True,False
2023-07-14,45,51.3,-60.0,29,-57.1915,51.3,True,-51.3,60.0,111.3,-60.0,-60.0,2.0,True,False
2023-07-14,47,30.0,-60.0,15,-3.3038,55.0,True,-30.0,60.0,90.0,-60.0,-60.0,2.0,True,False
2023-07-14,48,-50.0,-60.0,11,-93.3972,0.5,True,50.0,60.0,10.0,-60.0,-60.0,2.0,True,False
2023-07-15,1,5.0,-60.0,12,-55.5854,0.5,True,-5.0,60.0,65.0,-60.0,-60.0,2.0,True,False
2023-07-15,2,30.0,-60.0,17,-105.7186,0.5,True,-30.0,60.0,90.0,-60.0,-60.0,2.0,True,False
2023-07-15,3,30.0,-60.0,17,-243.0265,-6.56,True,-30.0,60.0,90.0,-60.0,-60.0,2.0,True,False
2023-07-15,4,60.0,-60.0,15,-161.8651,-4.84,True,-60.0,60.0,120.0,-60.0,-60.0,2.0,True,False
2023-07-15,5,60.0,-60.0,17,-171.737,-5.7,True,-60.0,60.0,120.0,-60.0,-60.0,2.0,True,False
2023-07-15,6,0.0,-60.0,14,-188.7264,-7.4101,True,-0.0,60.0,60.0,-60.0,-60.0,2.0,True,False
2023-07-15,7,-10.0302,-60.0,26,-137.68169,-13.4,True,10.0302,60.0,49.9698,-60.0,-60.0,2.0,True,False
2023-07-15,8,-10.0302,-60.0,28,-18.76681,0.0,True,10.0302,60.0,49.9698,-60.0,-60.0,2.0,True,False
2023-07-15,15,33.0,-208.9,78,-326.1036,8.6,True,-33.0,208.9,241.9,-208.9,-208.9,3.0,True,False
2023-07-15,16,33.0,-208.9,63,-192.7062,12.04,True,-33.0,208.9,241.9,-208.9,-208.9,2.0,True,False
2023-07-15,17,33.0,-79.6,82,-458.7721,-4.84,True,-33.0,79.6,112.6,-79.6,-79.6,1.0,True,False
2023-07-15,18,33.0,-76.0,84,-362.0201,-3.91,True,-33.0,76.0,109.0,-76.0,-76.0,2.0,True,False
2023-07-15,19,33.0,-76.0,62,-352.3596,-11.0,True,-33.0,76.0,109.0,-76.0,-76.0,2.0,True,False
2023-07-15,20,35.0,-76.0,71,-214.8924,-11.0,True,-35.0,76.0,111.0,-76.0,-76.0,1.0,True,False
2023-07-15,21,35.0,-76.0,45,-17.6745,35.0,True,-35.0,76.0,111.0,-76.0,-76.0,1.0,True,False
2023-07-15,22,36.0,-75.08,37,-203.9317,-11.53,True,-36.0,75.08,111.08,-75.08,-75.08,1.0,True,False
2023-07-15,26,-0.08,-25.8,34,-27.8049,-0.33,True,0.08,25.8,25.720000000000002,-25.8,-25.8,1.0,True,False
2023-07-15,27,30.0,-76.0,38,-63.3404,-5.1,True,-30.0,76.0,106.0,-76.0,-76.0,1.0,True,False
2023-07-15,28,30.0,-79.6,47,-237.6409,-8.52,True,-30.0,79.6,109.6,-79.6,-79.6,1.0,True,False
2023-07-15,29,10.11,-79.6,41,-304.5413,-9.55206,True,-10.11,79.6,89.71,-79.6,-79.6,1.0,True,False
2023-07-15,30,-5.1,-15.97013,32,-255.5618,-7.9,True,5.1,15.97013,10.87013,-15.97013,-15.97013,1.0,True,False
2023-07-15,31,-4.19,-13.46,35,-332.5123,-7.7,True,4.19,13.46,9.27,-13.46,-13.46,1.0,True,False
2023-07-15,32,-4.19,-76.0,36,-410.3202,-8.35,True,4.19,76.0,71.81,-76.0,-76.0,1.0,True,False
2023-07-15,33,-8.69,-76.0,45,-524.8729,-26.57,True,8.69,76.0,67.31,-76.0,-76.0,1.0,True,False
2023-07-15,34,-8.69,-151.23,45,-238.2274,-20.25,True,8.69,151.23,142.54,-151.23,-151.23,1.0,True,False
2023-07-15,35,60.0,-151.23,50,-399.9445,20.1,True,-60.0,151.23,211.23,-151.23,-151.23,1.0,True,False
2023-07-15,44,63.11,0.0,46,-40.9082,62.57,True,-63.11,-0.0,63.11,0.0,0.0,3.0,True,False
2023-07-15,45,50.0,-76.0,54,-136.9844,45.02,True,-50.0,76.0,126.0,-76.0,-76.0,1.0,True,False
2023-07-15,46,50.0,-172.09,78,-585.9418,38.77,True,-50.0,172.09,222.09,-172.09,-172.09,2.0,True,False
2023-07-15,47,23.03,-172.09,67,-40.4481,20.78,True,-23.03,172.09,195.12,-172.09,-172.09,1.0,True,False
2023-07-16,4,-15.9904,-118.46,64,-85.575,-26.66,True,15.9904,118.46,102.4696,-118.46,-118.46,1.0,True,False
2023-07-16,5,0.0,-70.27,54,-82.4458,-29.0,True,-0.0,70.27,70.27,-70.27,-70.27,1.0,True,False
2023-07-16,6,30.0,-70.27,62,-201.5,-32.0,True,-30.0,70.27,100.27,-70.27,-70.27,1.0,True,False
2023-07-16,9,0.0,-59.06,53,-21.3171,-19.0,True,-0.0,59.06,59.06,-59.06,-59.06,1.0,True,False
2023-07-16,10,-15.7304,-59.06,54,-107.8445,-20.94,True,15.7304,59.06,43.3296,-59.06,-59.06,1.0,True,False
2023-07-16,11,-10.0,-73.432,60,-5.755,-10.0,True,10.0,73.432,63.432,-73.432,-73.432,1.0,True,False
2023-07-16,13,18.05,-74.5104,61,-82.4557,-11.97,True,-18.05,74.5104,92.5604,-74.5104,-74.5104,1.0,True,False
2023-07-16,14,11.01,-119.8,75,-99.1581,-21.3504,True,-11.01,119.8,130.81,-119.8,-119.8,1.0,True,False
2023-07-16,15,-9.18,-119.8,44,-289.8518,-10.86,True,9.18,119.8,110.62,-119.8,-119.8,1.0,True,False
2023-07-16,16,-9.18,-151.23,74,-490.5717,-13.37,True,9.18,151.23,142.04999999999998,-151.23,-151.23,2.0,True,False
2023-07-16,17,-10.0,-151.23,87,-401.0418,-16.83,True,10.0,151.23,141.23,-151.23,-151.23,2.0,True,False
2023-07-16,18,0.0,-151.23,97,-306.9274,-15.87,True,-0.0,151.23,151.23,-151.23,-151.23,1.0,True,False
2023-07-16,19,30.05,-151.23,95,-196.3931,-21.71,True,-30.05,151.23,181.28,-151.23,-151.23,1.0,True,False
2023-07-16,20,0.0,-122.66,70,-104.9258,-15.0,True,-0.0,122.66,122.66,-122.66,-122.66,2.0,True,False
2023-07-16,21,-18.15,-79.67,53,-160.9243,-23.3,True,18.15,79.67,61.52,-79.67,-79.67,3.0,True,False
2023-07-16,22,-21.71,-79.67,39,-190.7189,-23.3,True,21.71,79.67,57.96,-79.67,-79.67,1.0,True,False
2023-07-16,23,-27.47,-79.67,35,-115.6099,-29.07004,True,27.47,79.67,52.2,-79.67,-79.67,1.0,True,False
2023-07-16,24,-27.47,-45.0,26,-96.1914,-29.07004,True,27.47,45.0,17.53,-45.0,-45.0,1.0,True,False
2023-07-16,25,-34.95,-45.95006,27,-142.0702,-34.95,True,34.95,45.95006,11.000059999999998,-45.95006,-45.95006,1.0,True,False
2023-07-16,26,60.0,-45.95006,18,-71.2811,-34.95,True,-60.0,45.95006,105.95006000000001,-45.95006,-45.95006,1.0,True,False
2023-07-16,27,-31.9,-47.3,35,-73.2362,-34.0,True,31.9,47.3,15.399999999999999,-47.3,-47.3,1.0,True,False
2023-07-16,28,-31.9,-47.3,35,-262.7973,-39.08,True,31.9,47.3,15.399999999999999,-47.3,-47.3,1.0,True,False
2023-07-16,29,50.0,-42.88,38,-68.7141,-29.49905,True,-50.0,42.88,92.88,-42.88,-42.88,1.0,True,False
2023-07-16,30,50.0,-42.88,38,-199.6023,-30.92,True,-50.0,42.88,92.88,-42.88,-42.88,1.0,True,False
2023-07-16,31,-14.54,-24.62,26,-47.3914,-14.54,True,14.54,24.62,10.080000000000002,-24.62,-24.62,1.0,True,False
2023-07-16,35,9.4,-230.52,43,-102.7337,7.1,True,-9.4,230.52,239.92000000000002,-230.52,-230.52,3.0,True,False
2023-07-16,36,9.4,-224.61,30,-97.627,7.1,True,-9.4,224.61,234.01000000000002,-224.61,-224.61,2.0,True,False
2023-07-16,37,61.91,-176.96,15,-137.9869,58.48,True,-61.91,176.96,238.87,-176.96,-176.96,2.0,True,False
2023-07-16,38,61.91,-176.96,20,-481.9017,-46.0,True,-61.91,176.96,238.87,-176.96,-176.96,2.0,True,False
2023-07-16,46,35.0,0.0,22,-211.16571,30.0,True,-35.0,-0.0,35.0,0.0,0.0,1.0,True,False
2023-07-16,47,74.19,0.0,37,-258.6103,35.0,True,-74.19,-0.0,74.19,0.0,0.0,2.0,True,False
2023-07-17,1,56.76,26.0,39,-97.4915,54.44,True,-56.76,-26.0,30.759999999999998,26.0,26.0,1.0,True,False
2023-07-17,2,56.76,-14.8,43,-194.72,49.86986,True,-56.76,14.8,71.56,-14.8,-14.8,1.0,True,False
2023-07-17,3,53.96,-50.0,76,-148.956,47.3101,True,-53.96,50.0,103.96000000000001,-50.0,-50.0,1.0,True,False
2023-07-17,4,53.96,-75.0,79,-305.986,44.5704,True,-53.96,75.0,128.96,-75.0,-75.0,3.0,True,False
2023-07-17,5,49.77,-78.77,75,-330.872,42.25,True,-49.77,78.77,128.54,-78.77,-78.77,2.0,True,False
2023-07-17,7,45.47,-78.26,93,-75.16659,27.0,True,-45.47,78.26,123.73,-78.26,-78.26,2.0,True,False
2023-07-17,8,30.0,-78.26,83,-30.0387,30.0,True,-30.0,78.26,108.26,-78.26,-78.26,2.0,True,False
2023-07-17,13,30.33,18.05,38,-7.2302,30.33,True,-30.33,-18.05,12.279999999999998,18.05,18.05,1.0,True,False
2023-07-17,15,57.0,18.05,48,-452.7946,31.0,True,-57.0,-18.05,38.95,18.05,18.05,2.0,True,False
2023-07-17,16,57.0,30.33,45,-221.50722,32.0,True,-57.0,-30.33,26.67,30.33,30.33,2.0,True,False
2023-07-17,19,41.0,30.33,23,-43.8968,40.0,True,-41.0,-30.33,10.670000000000002,30.33,30.33,1.0,True,False
2023-07-17,20,45.48,28.0,46,-300.4435,31.15,True,-45.48,-28.0,17.479999999999997,28.0,28.0,1.0,True,False
2023-07-17,21,45.48,21.75,63,-743.4554,23.20216,True,-45.48,-21.75,23.729999999999997,21.75,21.75,1.0,True,False
2023-07-17,22,45.0,31.0,42,-325.7886,31.0,True,-45.0,-31.0,14.0,31.0,31.0,6.0,True,False
2023-07-17,23,45.0,32.35,17,-24.9741,33.0,True,-45.0,-32.35,12.649999999999999,32.35,32.35,3.0,True,False
2023-07-17,24,45.0,31.0,21,-78.4354,33.05,True,-45.0,-31.0,14.0,31.0,31.0,2.0,True,False
2023-07-17,25,45.0,17.0,38,-529.3976,30.0,True,-45.0,-17.0,28.0,17.0,17.0,1.0,True,False
2023-07-17,26,45.0,0.0,28,-271.6761,32.0,True,-45.0,-0.0,45.0,0.0,0.0,1.0,True,False
2023-07-17,27,45.0,0.0,22,-249.8757,0.0,True,-45.0,-0.0,45.0,0.0,0.0,1.0,True,False
2023-07-17,28,45.0,-151.23,38,-452.2579,-151.23,True,-45.0,151.23,196.23,-151.23,-151.23,2.0,True,False
2023-07-17,29,45.0,-185.33,54,-611.9002,-185.33,True,-45.0,185.33,230.33,-185.33,-185.33,2.0,True,False
2023-07-17,30,45.0,-185.33,62,-782.32367,-185.33,True,-45.0,185.33,230.33,-185.33,-185.33,2.0,True,False
2023-07-17,33,38.0,10.05,12,-113.9614,33.0,True,-38.0,-10.05,27.95,10.05,10.05,2.0,True,False
2023-07-17,34,45.0,10.05,21,-278.4897,15.0,True,-45.0,-10.05,34.95,10.05,10.05,1.0,True,False
2023-07-17,35,100.0,15.0,35,-372.3711,32.0,True,-100.0,-15.0,85.0,15.0,15.0,3.0,True,False
2023-07-17,36,45.25,15.16,16,-233.012,45.0,True,-45.25,-15.16,30.09,15.16,15.16,1.0,True,False
2023-07-17,38,45.25,36.0,12,-91.7605,37.05,True,-45.25,-36.0,9.25,36.0,36.0,1.0,True,False
2023-07-17,40,75.0,33.0,19,-3.9973,67.19658,True,-75.0,-33.0,42.0,33.0,33.0,1.0,True,False
2023-07-17,41,60.0,37.2,8,-8.58459,39.0,True,-60.0,-37.2,22.799999999999997,37.2,37.2,1.0,True,False
2023-07-17,46,53.36,-50.0,45,-227.5294,0.0,True,-53.36,50.0,103.36,-50.0,-50.0,1.0,True,False
2023-07-17,47,46.43,22.2,30,-122.4261,45.4,True,-46.43,-22.2,24.23,22.2,22.2,1.0,True,False
2023-07-18,1,46.07,17.0,16,-110.6575,46.05,True,-46.07,-17.0,29.07,17.0,17.0,1.0,True,False
2023-07-18,2,46.07,45.4,17,-22.07169,46.07,True,-46.07,-45.4,0.6700000000000017,45.4,45.4,1.0,True,False
2023-07-18,3,46.07,42.22,17,-202.8066,46.07,True,-46.07,-42.22,3.8500000000000014,42.22,42.22,1.0,True,False
2023-07-18,4,46.07,26.85,20,-262.9875,46.06738,True,-46.07,-26.85,19.22,26.85,26.85,1.0,True,False
2023-07-18,5,46.07,45.4,18,-141.9135,46.05,True,-46.07,-45.4,0.6700000000000017,45.4,45.4,1.0,True,False
2023-07-18,6,46.07,45.4,16,-82.45641,46.07,True,-46.07,-45.4,0.6700000000000017,45.4,45.4,1.0,True,False
2023-07-18,11,46.15,46.07,14,-184.7284,46.07,True,-46.15,-46.07,0.0799999999999983,46.07,46.07,4.0,True,False
2023-07-18,12,46.15,46.07,19,-114.49078,46.07,True,-46.15,-46.07,0.0799999999999983,46.07,46.07,8.0,True,False
2023-07-18,13,46.15,37.5,35,-137.1313,46.07,True,-46.15,-37.5,8.649999999999999,37.5,37.5,1.0,True,False
2023-07-18,14,60.0,45.25,42,-135.7653,46.15,True,-60.0,-45.25,14.75,45.25,45.25,1.0,True,False
2023-07-18,15,46.15,17.01,34,-174.4076,46.15,True,-46.15,-17.01,29.139999999999997,17.01,17.01,1.0,True,False
2023-07-18,17,63.2,41.0,29,-214.3868,46.1,True,-63.2,-41.0,22.200000000000003,41.0,41.0,2.0,True,False
2023-07-18,18,46.5,17.01,11,-74.3272,46.07,True,-46.5,-17.01,29.49,17.01,17.01,1.0,True,False
2023-07-18,19,46.56,45.0,20,-94.69091,46.51,True,-46.56,-45.0,1.5600000000000023,45.0,45.0,2.0,True,False
2023-07-18,20,48.0,46.5,31,-326.339,46.51,True,-48.0,-46.5,1.5,46.5,46.5,1.0,True,False
2023-07-18,21,69.63,41.69,49,-436.3075,46.51,True,-69.63,-41.69,27.939999999999998,41.69,41.69,1.0,True,False
2023-07-18,22,69.99,41.34,69,-750.6208,46.5,True,-69.99,-41.34,28.64999999999999,41.34,41.34,1.0,True,False
2023-07-18,23,48.0,46.1,54,-469.3402,46.6,True,-48.0,-46.1,1.8999999999999986,46.1,46.1,2.0,True,False
2023-07-18,24,48.0,46.75,26,-299.2939,46.86,True,-48.0,-46.75,1.25,46.75,46.75,1.0,True,False
2023-07-18,28,48.0,46.9,16,-9.2752,48.0,True,-48.0,-46.9,1.1000000000000014,46.9,46.9,2.0,True,False
2023-07-18,29,48.0,46.91,25,-74.35521,48.0,True,-48.0,-46.91,1.0900000000000034,46.91,46.91,1.0,True,False
2023-07-18,30,48.0,46.8,23,-14.65381,48.0,True,-48.0,-46.8,1.2000000000000028,46.8,46.8,1.0,True,False
2023-07-18,31,48.1,46.75,37,-238.23781,48.0,True,-48.1,-46.75,1.3500000000000014,46.75,46.75,1.0,True,False
2023-07-18,32,48.1,46.75,38,-88.67089,48.0,True,-48.1,-46.75,1.3500000000000014,46.75,46.75,1.0,True,False
2023-07-18,33,58.0,46.9,38,-95.79118,48.1,True,-58.0,-46.9,11.100000000000001,46.9,46.9,2.0,True,False
2023-07-18,34,60.0,20.0,52,-47.6885,50.0,True,-60.0,-20.0,40.0,20.0,20.0,1.0,True,False
2023-07-18,35,62.0,10.0,66,-79.54781,60.0,True,-62.0,-10.0,52.0,10.0,10.0,1.0,True,False
2023-07-18,36,75.0,46.85,96,-79.5444,62.0,True,-75.0,-46.85,28.15,46.85,46.85,1.0,True,False
2023-07-18,43,90.0,48.15,62,-17.43581,70.0,True,-90.0,-48.15,41.85,48.15,48.15,1.0,True,False
2023-07-18,44,90.0,50.0,41,-23.58411,62.0,True,-90.0,-50.0,40.0,50.0,50.0,1.0,True,False
2023-07-18,46,62.0,48.0,18,-77.3848,56.0,True,-62.0,-48.0,14.0,48.0,48.0,1.0,True,False
2023-07-19,6,56.3,56.3,7,-102.1437,56.3,False,-56.3,-56.3,0.0,56.3,56.3,4.0,True,True
2023-07-19,7,56.3,55.55,10,-122.1167,55.55,True,-56.3,-55.55,0.75,55.55,55.55,1.0,True,False
2023-07-19,8,56.35,56.3,15,-177.45828,56.3,True,-56.35,-56.3,0.05000000000000426,56.3,56.3,3.0,True,False
2023-07-19,9,56.35,56.3,11,-57.4041,56.3,True,-56.35,-56.3,0.05000000000000426,56.3,56.3,3.0,True,False
2023-07-19,10,61.94,56.3,10,-1.7473,56.35,True,-61.94,-56.3,5.640000000000001,56.3,56.3,2.0,True,False
2023-07-19,15,56.47,49.0,24,-158.4162,50.05,True,-56.47,-49.0,7.469999999999999,49.0,49.0,1.0,True,False
2023-07-19,19,56.47,52.1,9,-63.1948,53.0,True,-56.47,-52.1,4.369999999999997,52.1,52.1,1.0,True,False
2023-07-19,21,56.47,50.0,39,-210.17491,53.0,True,-56.47,-50.0,6.469999999999999,50.0,50.0,1.0,True,False
2023-07-19,22,56.4,52.1,42,-318.0106,53.05,True,-56.4,-52.1,4.299999999999997,52.1,52.1,2.0,True,False
2023-07-19,24,56.4,52.1,31,-72.9487,53.16,True,-56.4,-52.1,4.299999999999997,52.1,52.1,1.0,True,False
2023-07-19,25,53.2,52.1,24,-42.49171,53.2,True,-53.2,-52.1,1.1000000000000014,52.1,52.1,1.0,True,False
2023-07-19,26,56.35,50.0,33,-73.0423,53.2,True,-56.35,-50.0,6.350000000000001,50.0,50.0,2.0,True,False
2023-07-19,27,56.35,50.0,34,-136.69579,53.15,True,-56.35,-50.0,6.350000000000001,50.0,50.0,1.0,True,False
2023-07-19,28,56.35,52.1,40,-300.2899,53.2,True,-56.35,-52.1,4.25,52.1,52.1,1.0,True,False
2023-07-19,34,53.52,52.1,34,-30.06849,53.52,True,-53.52,-52.1,1.4200000000000017,52.1,52.1,1.0,True,False
2023-07-19,35,60.76,26.77,43,-119.967,53.51,True,-60.76,-26.77,33.989999999999995,26.77,26.77,1.0,True,False
2023-07-19,36,57.5,13.0,36,-44.01511,57.5,True,-57.5,-13.0,44.5,13.0,13.0,1.0,True,False
2023-07-19,44,62.0,53.51,39,-153.5838,55.05,True,-62.0,-53.51,8.490000000000002,53.51,53.51,1.0,True,False
2023-07-19,45,62.0,53.51,43,-5.23248,62.0,True,-62.0,-53.51,8.490000000000002,53.51,53.51,1.0,True,False
2023-07-19,46,77.6,50.0,54,-280.6291,55.0,True,-77.6,-50.0,27.599999999999994,50.0,50.0,2.0,True,False
2023-07-19,48,55.25,50.0,29,-119.866,55.25,True,-55.25,-50.0,5.25,50.0,50.0,1.0,True,False
2023-07-20,1,55.25,50.0,14,-66.4316,53.6,True,-55.25,-50.0,5.25,50.0,50.0,1.0,True,False
2023-07-20,2,55.25,53.6,9,-97.5711,54.4,True,-55.25,-53.6,1.6499999999999986,53.6,53.6,1.0,True,False
2023-07-20,3,55.25,54.0,10,-80.3771,54.0,True,-55.25,-54.0,1.25,54.0,54.0,1.0,True,False
2023-07-20,4,55.25,54.0,16,-140.3695,54.0,True,-55.25,-54.0,1.25,54.0,54.0,1.0,True,False
2023-07-20,5,55.25,54.0,18,-167.5057,54.0,True,-55.25,-54.0,1.25,54.0,54.0,1.0,True,False
2023-07-20,7,59.96,0.0,34,-186.6479,0.0,True,-59.96,-0.0,59.96,0.0,0.0,1.0,True,False
2023-07-20,8,54.56,0.0,19,-112.9153,0.0,True,-54.56,-0.0,54.56,0.0,0.0,1.0,True,False
2023-07-20,9,54.56,53.53,20,-208.4641,53.53,True,-54.56,-53.53,1.0300000000000011,53.53,53.53,1.0,True,False
2023-07-20,19,55.1,54.3,34,-274.03732,54.65,True,-55.1,-54.3,0.8000000000000043,54.3,54.3,1.0,True,False
2023-07-20,20,55.0,54.6,34,-141.9521,54.7,True,-55.0,-54.6,0.3999999999999986,54.6,54.6,1.0,True,False
2023-07-20,21,54.7,54.65,24,-385.85492,54.65,True,-54.7,-54.65,0.05000000000000426,54.65,54.65,5.0,True,False
2023-07-20,22,55.2,54.65,21,-360.9299,54.65,True,-55.2,-54.65,0.5500000000000043,54.65,54.65,6.0,True,False
2023-07-20,35,63.21,50.0,80,-107.07371,56.1,True,-63.21,-50.0,13.21,50.0,50.0,1.0,True,False
2023-07-20,40,63.21,55.5,68,-79.08831,62.5,True,-63.21,-55.5,7.710000000000001,55.5,55.5,2.0,True,False
2023-07-20,45,63.21,55.56,29,-14.4767,63.05,True,-63.21,-55.56,7.649999999999999,55.56,55.56,1.0,True,False
2023-07-20,46,63.05,55.0,43,-76.7624,56.85,True,-63.05,-55.0,8.049999999999997,55.0,55.0,1.0,True,False
2023-07-21,2,57.06,30.0,21,-29.9806,57.0,True,-57.06,-30.0,27.060000000000002,30.0,30.0,1.0,True,False
2023-07-21,4,57.06,53.55,32,-121.973,57.0,True,-57.06,-53.55,3.510000000000005,53.55,53.55,1.0,True,False
2023-07-21,5,57.06,56.85,24,-102.85178,57.06,True,-57.06,-56.85,0.21000000000000085,56.85,56.85,3.0,True,False
2023-07-21,9,57.13,33.94,26,-47.8745,57.13,True,-57.13,-33.94,23.190000000000005,33.94,33.94,1.0,True,False
2023-07-21,10,57.16,33.9,36,-280.1737,57.15,True,-57.16,-33.9,23.259999999999998,33.9,33.9,1.0,True,False
2023-07-21,11,57.19,0.0,50,-302.5863,57.15,True,-57.19,-0.0,57.19,0.0,0.0,1.0,True,False
2023-07-21,12,57.23,56.35,46,-296.90668,57.19,True,-57.23,-56.35,0.8799999999999955,56.35,56.35,1.0,True,False
2023-07-21,13,57.25,55.8,50,-286.9683,57.19,True,-57.25,-55.8,1.4500000000000028,55.8,55.8,2.0,True,False
2023-07-21,20,57.39,15.78,49,-92.1854,57.38,True,-57.39,-15.78,41.61,15.78,15.78,1.0,True,False
2023-07-21,21,57.9,21.7,40,-189.64722,57.37,True,-57.9,-21.7,36.2,21.7,21.7,1.0,True,False
2023-07-21,22,57.9,19.36,44,-384.7251,57.36,True,-57.9,-19.36,38.54,19.36,19.36,1.0,True,False
2023-07-21,23,57.9,56.6,34,-89.67549,57.9,True,-57.9,-56.6,1.2999999999999972,56.6,56.6,1.0,True,False
2023-07-21,24,57.9,57.36,32,-14.0307,57.9,True,-57.9,-57.36,0.5399999999999991,57.36,57.36,2.0,True,False
2023-07-21,28,57.9,24.31,33,-68.0407,57.65,True,-57.9,-24.31,33.59,24.31,24.31,1.0,True,False
2023-07-21,29,57.9,57.36,31,-213.4581,57.65,True,-57.9,-57.36,0.5399999999999991,57.36,57.36,2.0,True,False
2023-07-21,30,57.9,57.36,50,-180.37222,57.65,True,-57.9,-57.36,0.5399999999999991,57.36,57.36,2.0,True,False
2023-07-21,31,57.9,57.43,54,-307.8982,57.65,True,-57.9,-57.43,0.46999999999999886,57.43,57.43,1.0,True,False
2023-07-21,32,57.9,57.65,50,-249.1863,57.7,True,-57.9,-57.65,0.25,57.65,57.65,6.0,True,False
2023-07-21,33,57.95,57.66,42,-263.6019,57.9,True,-57.95,-57.66,0.29000000000000625,57.66,57.66,2.0,True,False
2023-07-21,34,57.95,57.66,37,-127.10378,57.95,True,-57.95,-57.66,0.29000000000000625,57.66,57.66,1.0,True,False
2023-07-21,35,57.98,57.7,33,-125.32899,57.96,True,-57.98,-57.7,0.27999999999999403,57.7,57.7,1.0,True,False
2023-07-21,39,63.0,57.96,37,-84.5018,58.0,True,-63.0,-57.96,5.039999999999999,57.96,57.96,3.0,True,False
2023-07-21,42,63.0,57.97,57,-253.62646,58.31,True,-63.0,-57.97,5.030000000000001,57.97,57.97,1.0,True,False
2023-07-21,46,58.06,57.9,26,-77.0752,58.06,True,-58.06,-57.9,0.1600000000000037,57.9,57.9,1.0,True,False
2023-07-21,47,58.06,28.29,26,-7.6351,61.66,True,-58.06,-28.29,29.770000000000003,28.29,28.29,1.0,True,False
2023-07-22,1,58.06,30.0,29,-49.74579,58.06,True,-58.06,-30.0,28.060000000000002,30.0,30.0,1.0,True,False
